id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,federal_funding,state_local_funding
530927001569,0.9141188993329344,-0.08993286270899496,-2.014764973958792,-0.5834477070943933,0.6917839053825993,2016-2017,WA,98663,Regular School,High,-0.3360369270016419,0.5881786805360827
260192003923,-0.30793213684549137,-0.06633930549328337,0.6713003937633424,-0.07082926487000456,-0.41219777286025644,2016-2017,MI,49220,Regular School,High,2.0952104196551447,-0.9369383732486527
120087003858,-0.18337453584155114,1.5216636833112798,0.8887571124785743,0.1838455449237831,0.2523255432770786,2016-2017,FL,33647,Regular School,High,0.07913079584272525,-0.7964331196273654
250705001056,0.032401575108363334,0.393535091140972,0.5355737847874609,0.5846115817936188,-0.9430683676700643,2016-2017,MA,1056,Regular School,High,-1.1412106925179903,1.3055889797464688
420915006418,-0.9078429861515134,-1.100619185463266,0.12475279196628469,0.22227516489760296,-0.24973202285313198,2016-2017,PA,18844,Regular School,High,-0.2388786447930744,-0.054030730616693466
390437300267,-0.34686918741081796,1.4107523371588746,0.1510150593557892,-0.21004758281223965,-1.3508938850965093,2016-2017,OH,45459,Regular School,High,-0.6379770890702725,-0.03695062582981407
360009206111,0.529096458257843,-1.190525354218464,0.6304076208883113,-0.33820219336833685,1.6027102888548288,2016-2017,NY,11232,Regular School,High,-0.8109636402554256,2.940252502456276
171851002143,0.1316583922967781,-0.3899942883364128,-0.1975265039610728,-0.8592022320973756,0.07677777712407206,2016-2017,IL,62644,Regular School,High,0.17348709648917232,1.1075321391899087
550408000441,-0.9046411500592794,-0.27775450039840804,0.9042926785228411,0.3309425635803891,-0.9941776180812262,2016-2017,WI,54426,Regular School,High,-0.8549965805571008,0.026753027295091596
261506005188,-0.8024942657877409,0.5484857366556245,0.454183867445684,0.7411378965179559,-1.270183694339648,2016-2017,MI,48623,Regular School,High,1.0698719526304197,-0.21476518408500248
530771001236,-0.890181278758988,0.21334269328609154,0.30283683765172614,0.4145908966967953,1.290624429960576,2016-2017,WA,98118,Regular School,High,-0.3360369270016419,0.5881786805360827
484122004720,-0.31265669677931257,1.1500737297862027,0.9180411407778241,1.60628628772792,0.11826063894577402,2016-2017,TX,77373,Regular School,High,-0.11587222549326538,-0.6571185884943942
421764002760,-0.1557551779282734,-0.879254856036486,0.39769278519290857,0.32243524312816946,-0.9243646214848918,2016-2017,PA,17026,Regular School,High,-0.13354742771163786,-0.18040156803957957
263390006956,-0.08085874200021965,0.628224920214561,0.8343908086713521,0.3615353908223613,-1.089306730185312,2016-2017,MI,48183,Regular School,High,2.0952104196551447,-0.9369383732486527
220132001090,1.2009569893973346,-1.4933459129700062,-2.188350333849779,-1.032910819656245,1.420613107724812,2016-2017,LA,71019,Regular School,High,1.4567327852808527,-0.47890712274310043
360010105833,-0.05808312426193488,-0.21233166826407046,-1.6797497492667108,0.43579633585355954,0.8360109465425224,2016-2017,NY,11413,Regular School,High,-0.8109636402554256,2.940252502456276
390493703574,-1.0433851057855814,0.32938344156794225,0.9522585906728904,0.3475800326421192,-1.0047967463505743,2016-2017,OH,45875,Regular School,High,-0.6379770890702725,-0.03695062582981407
340312001020,-0.23576176550072359,0.8051182918044503,-0.9416705999401458,1.0681458841468723,-1.3086612767862624,2016-2017,NJ,8077,Regular School,High,-1.1820984227981173,1.834865125802928
292886001800,0.5336864232401763,0.37116907173008395,-0.2917398331723819,-0.28824787820062336,0.5174389711909768,2016-2017,MO,65803,Regular School,High,0.20179398668310647,-0.31994567055291523
550909001079,-0.5269554593823267,0.6578745576009616,-0.22357700334687727,-0.29147479285491357,-0.49927690023038346,2016-2017,WI,54751,Regular School,High,-0.8549965805571008,0.026753027295091596
120135004995,0.2226131782135498,-0.8346839438233257,0.4198063547780311,-0.17094743511804777,-0.39350886462248924,2016-2017,FL,32097,Regular School,High,0.07913079584272525,-0.7964331196273654
130297003423,-0.1946596464327307,-0.8920767779011114,0.651037476593197,-0.4739421487611422,0.647548483722065,2016-2017,GA,31064,Regular School,High,0.1357445762305935,-0.4044869672233508
180011900645,3.38773769040783,-0.007022342408557343,-1.926082892982884,-1.206703223180161,2.472282039236181,2016-2017,IN,46407,Regular School,High,-1.578394885513195,-0.41401274712987873
390448601741,-0.713184817832479,1.9458878087201137,0.9898395600496898,0.999584424738836,-1.218900358242142,2016-2017,OH,45242,Regular School,High,-0.6379770890702725,-0.03695062582981407
550498000543,-0.35498349818505237,-0.5013700860296371,0.692522003113439,-0.3637241547249958,-0.07631999890936111,2016-2017,WI,54655,Regular School,High,-0.8549965805571008,0.026753027295091596
263291006842,0.33197675818382283,-0.5294301492846831,-0.3662124303026945,-0.9731081285955678,0.00047011459480358474,2016-2017,MI,49935,Regular School,High,1.0698719526304197,-0.21476518408500248
481623001304,0.22474647250620094,-0.8514153279759717,-2.613306950357775,-1.4077358153441892,1.7457458120583096,2016-2017,TX,75215,Regular School,High,-0.11587222549326538,-0.6571185884943942
260016301004,-0.9766707766013613,1.9125932508379453,0.06690431616204062,0.4332818569021646,1.3134148169357804,2016-2017,MI,48104,Regular School,Other,2.0952104196551447,-0.9369383732486527
260369004067,-0.47260571717993793,1.1570713647906423,0.2743539222743466,0.21795864269770826,-0.9264813225562385,2016-2017,MI,48326,Regular School,High,1.0698719526304197,-0.21476518408500248
420005000485,-0.9446964092854822,1.654702282839855,1.2588818368986145,1.3420564579188317,-0.9764800468160905,2016-2017,PA,19341,Regular School,Other,-0.07069761800504581,0.15967542569565968
210471001158,-0.1986997358493996,-1.1960643017466968,-0.6747198908044103,-0.6732565136417171,0.6509475224699862,2016-2017,KY,40361,Regular School,High,1.8813361381898646,-0.4773194927586791
420666005228,-0.9511867192601036,-1.0919703073391445,-0.6130842377494458,-0.9689173303432429,0.16434403270714246,2016-2017,PA,15425,Regular School,High,-0.0187680981514848,-0.33294027922259783
181218001945,0.29307451924416617,-1.0501858296499837,0.3698370821498234,-0.8821678065201163,-0.562806258481717,2016-2017,IN,46992,Regular School,High,-1.578394885513195,-0.41401274712987873
390483403218,-0.7382767947033348,1.2071361622090235,1.4393843020474073,1.2727825628079,-1.270951105504286,2016-2017,OH,44514,Regular School,High,-0.6379770890702725,-0.03695062582981407
481476000976,-0.3269002045196365,-1.4697481129645094,0.45064685871787147,-0.8897531513568244,0.2717187862136939,2016-2017,TX,76442,Regular School,High,-0.11587222549326538,-0.6571185884943942
340264001348,0.5381594163933315,-1.131286587027225,-1.4004548530243683,-0.6990718308760389,1.8923208499283455,2016-2017,NJ,8105,Regular School,High,-1.1820984227981173,1.834865125802928
530711001058,0.3273526631439359,0.40793007537285064,0.4110337862721192,0.8896597865803524,0.038483156814180304,2016-2017,WA,98576,Regular School,High,-0.3360369270016419,0.5881786805360827
422370003957,-0.3772294876839398,-1.222886048002004,0.5876128042002501,-0.24918963848895473,-0.6885411203161856,2016-2017,PA,17938,Regular School,High,-0.013572515303261985,-0.38465863951477547
263225001837,-0.8379650768412721,0.6115454627641946,1.3151999826504444,1.7884602877564861,-1.0109662993714235,2016-2017,MI,48178,Regular School,High,1.0698719526304197,-0.21476518408500248
250867001387,1.8157857021442467,-0.48549309842852434,-0.589915128067713,-0.47448695253394446,0.4946485467737661,2016-2017,MA,1247,Regular School,High,-1.1412106925179903,1.3055889797464688
550960002730,1.8116353338584084,-1.736661864004181,-3.2041142623149486,-0.9939363959096229,2.000487363426905,2016-2017,WI,53206,Regular School,High,-0.8549965805571008,0.026753027295091596
470339001348,0.461673921626475,-1.2573426041782565,0.4565033688361967,-0.858280256481864,0.30219522084180556,2016-2017,TN,37096,Regular School,High,0.26469818711407117,-0.8109202432352101
292814001731,-0.8123099151134509,-0.11646667060187521,0.1878326303762537,-0.4195874954284875,-1.242114065107631,2016-2017,MO,63469,Regular School,High,0.20179398668310647,-0.31994567055291523
550318000355,-1.1662819474681057,0.975484477407903,0.7709066893266872,0.8215174069975486,-1.0467810141888605,2016-2017,WI,53532,Regular School,High,-0.8549965805571008,0.026753027295091596
422237004068,-0.031499220097530915,0.438740312998221,0.23213726449685299,-0.34205772776047577,-0.5084874687328625,2016-2017,PA,16933,Regular School,High,0.17991353914423086,-0.2752562401983959
180045000093,-0.6444687553616082,0.21266499549285534,-0.27542781081608075,-0.5254889672647391,0.19667362582495393,2016-2017,IN,46107,Regular School,High,-1.578394885513195,-0.41401274712987873
480967007664,1.477602153648763,-0.9372590361198556,-1.933050927727509,-1.3738741654654036,1.197047036390752,2016-2017,TX,77705,Regular School,High,-0.11587222549326538,-0.6571185884943942
220138001112,-0.3348555295975014,-1.1208773526264528,-2.003083743857345,-1.1593891109114123,0.6364614744509298,2016-2017,LA,71449,Regular School,High,1.4567327852808527,-0.47890712274310043
120018000217,0.31098643351665234,-0.2336153427751085,1.0801928955501947,-0.8414332475075177,0.6560460061331873,2016-2017,FL,33305,Regular School,High,0.07913079584272525,-0.7964331196273654
262652006295,-0.3811555009074073,0.508567002755497,-0.27335424865214575,-0.2095027790394374,-0.7093287312666775,2016-2017,MI,49265,Regular School,High,2.0952104196551447,-0.9369383732486527
390482903189,0.6089607900928666,0.05372238728379443,-0.8564475658406037,-1.0808954596453657,0.15758122774007036,2016-2017,OH,44515,Regular School,High,-0.6379770890702725,-0.03695062582981407
292151001182,-0.5065781221987818,-1.1484952347586403,0.376073838434152,-1.0521465836344166,0.28175586264391744,2016-2017,MO,65711,Regular School,High,0.20179398668310647,-0.31994567055291523
484251004865,0.6276543177645635,-1.1091920434128446,-1.2055384710235375,-0.7763920586314343,0.4794365695666374,2016-2017,TX,77590,Regular School,High,-0.11587222549326538,-0.6571185884943942
370201000894,-0.3155839687050041,0.9564432211306882,0.6160979923094482,0.9928372395525928,0.11335693723632674,2016-2017,NC,27546,Regular School,High,-1.043709181849995,-1.040531229732144
370336001400,-0.2131299213992978,-0.17447050623711224,0.5126635246686198,-0.8407208118046224,0.25394476561358575,2016-2017,NC,28658,Regular School,High,-1.043709181849995,-1.040531229732144
262628006282,-0.739360270463084,2.2107685237161014,1.0951110490766898,1.500845803699424,-1.1314335855610467,2016-2017,MI,48864,Regular School,High,2.0952104196551447,-0.9369383732486527
172532002761,1.1692978953564177,-0.166399174158835,0.6874595862348782,0.3971152679846002,-0.5853788760564324,2016-2017,IL,60050,Regular School,High,0.17348709648917232,1.1075321391899087
120156001614,-0.8339691324356828,-0.6632671891822571,0.1996557376898681,-0.08122244453577045,-0.3285876404795515,2016-2017,FL,33709,Regular School,High,0.07913079584272525,-0.7964331196273654
340291004604,0.3157530858927183,-0.20230368259746895,1.2121174097443166,1.5033602826508192,-0.6407667542132401,2016-2017,NJ,8721,Regular School,High,-1.1820984227981173,1.834865125802928
483537003996,-1.5783640424950567,0.9478528652020703,-0.6134975871317818,-0.42708902430014917,-1.1018462146150343,2016-2017,TX,78373,Regular School,High,-0.11587222549326538,-0.6571185884943942
482238002245,0.5277759690916515,-0.4768612357381346,0.63722984001896,0.27239711199540945,-0.6483336676056999,2016-2017,TX,77561,Regular School,High,-0.11587222549326538,-0.6571185884943942
250594000845,-1.2773095343628798,0.6988695505437007,-0.2036675086046167,0.33613915341327205,-1.2604356104179393,2016-2017,MA,1038,Regular School,High,-1.1412106925179903,1.3055889797464688
292535001463,0.08607065964865163,-0.06314825159623581,0.7876620440130152,-0.48006071420953667,0.28705939509856565,2016-2017,MO,65725,Regular School,High,0.20179398668310647,-0.31994567055291523
470198000642,0.08128624576819225,-0.292111949123943,-0.6346125793292652,-0.6968087998197834,0.08396287130614678,2016-2017,TN,37185,Regular School,High,0.26469818711407117,-0.8109202432352101
263341006876,-0.23380071387806073,0.42374505100558696,0.43880573949909607,0.25668161854919086,-0.6819745087959707,2016-2017,MI,48609,Regular School,High,1.0698719526304197,-0.21476518408500248
262946008380,0.911685263515264,0.10563378058544344,-0.15064505115587412,0.4076341715979358,1.9027314936935007,2016-2017,MI,48240,Regular School,High,1.0698719526304197,-0.21476518408500248
482364002530,0.25359972384359525,-2.0551664898287685,-0.34842437210367777,-0.3881565085360503,1.2017321156041252,2016-2017,TX,77045,Regular School,High,-0.11587222549326538,-0.6571185884943942
390458602367,-0.4460187142922031,-1.385376634007729,0.590030533113799,-0.47163720972236345,-0.036470093525355046,2016-2017,OH,44076,Regular School,High,-0.6379770890702725,-0.03695062582981407
360007701297,-0.9680650960889318,2.1385102087138717,1.3687664317529933,2.377183626243096,0.3571014053664737,2016-2017,NY,10021,Regular School,High,-0.8109636402554256,2.940252502456276
261962005629,0.664562040151213,0.07851163430239658,-1.1455792504713644,-0.5865069898185905,0.5075354069324265,2016-2017,MI,49201,Regular School,High,1.0698719526304197,-0.21476518408500248
341011003978,-0.5897967918294887,2.0570468606993098,1.7232790534587996,5.147636534890079,-1.4743348081123833,2016-2017,NJ,7748,Regular School,High,-1.1820984227981173,1.834865125802928
390499103746,-0.07187319436107592,-1.105466956123215,0.637642936689022,-0.18691437645940587,1.414872764039961,2016-2017,OH,44730,Regular School,High,-0.6379770890702725,-0.03695062582981407
341375004084,-0.7358569795183065,1.8541476817674543,1.74267059317658,3.687394791849971,-0.8084125956416237,2016-2017,NJ,7739,Regular School,High,-1.1820984227981173,1.834865125802928
291425000639,-0.5175202110728738,0.2569183442160448,0.382635591679116,-0.008637818805502186,-0.3355281145484373,2016-2017,MO,63048,Regular School,High,0.20179398668310647,-0.31994567055291523
260100104693,3.902380193720036,-1.2733479033291295,-2.420619091649568,-1.1092252558310824,1.328785747533442,2016-2017,MI,48224,Regular School,High,1.0698719526304197,-0.21476518408500248
171137001368,-0.12226493222084353,-0.18323976518223936,0.5433044913181218,0.6082057759542083,-1.3318489904522355,2016-2017,IL,60014,Regular School,High,0.17348709648917232,1.1075321391899087
390440200983,0.4465748175783811,-0.8805245460447514,0.41771623080764797,-0.8460431255850752,0.20551695543790108,2016-2017,OH,44833,Regular School,High,-0.6379770890702725,-0.03695062582981407
341743002662,0.501033611496282,0.20334850102481591,-0.2565854747527613,0.3129221310953918,-0.9356477668962428,2016-2017,NJ,8093,Regular School,High,-1.1820984227981173,1.834865125802928
370438001741,-0.39171842708106414,-0.23000396649082214,-0.5263766641338917,-0.3345561988888141,-0.24495777476573571,2016-2017,NC,27052,Regular School,High,-1.043709181849995,-1.040531229732144
391002802292,-1.0170892032174899,-0.5764170191488831,0.617362000901881,-0.04815704632492653,1.4133509690765826,2016-2017,OH,44270,Regular School,High,-0.6379770890702725,-0.03695062582981407
390492203534,1.07854055923645,-0.7717117425078749,0.8687261727193158,0.4019346859747739,-0.4181292047594041,2016-2017,OH,44266,Regular School,High,-0.6379770890702725,-0.03695062582981407
292631001544,-0.4254778972449997,-0.7766398363207894,0.363765762728207,-0.5645052989938846,0.3204844410140256,2016-2017,MO,64779,Regular School,High,0.20179398668310647,-0.31994567055291523
220162001242,1.7869827120338795,-0.9667093689649465,-1.2159906713249318,-0.38057116369934213,1.3229874102335806,2016-2017,LA,70538,Regular School,High,1.4567327852808527,-0.47890712274310043
551206002284,-0.7457793138508912,0.1535266082619202,-0.33997606906762295,-0.2903013693442626,-0.5233566977682448,2016-2017,WI,53901,Regular School,High,-0.8549965805571008,0.026753027295091596
130324002403,0.8303864872416016,-0.1755747740336206,-0.7735223027394756,-0.5996241883483677,1.1049743028768462,2016-2017,GA,31635,Regular School,High,0.1357445762305935,-0.4044869672233508
120192001986,1.2460194834455884,-0.810540961484255,-2.197979140732849,-0.9370672636255732,0.7150144691986228,2016-2017,FL,32114,Regular School,High,0.07913079584272525,-0.7964331196273654
130129000533,0.04308795353159082,1.5487132808437456,0.7155593849293368,0.8672809239129372,0.4147187594031785,2016-2017,GA,30127,Regular School,High,0.1357445762305935,-0.4044869672233508
341176000652,-0.7976437666712921,1.8063364132472808,1.505805291832966,3.4826323892413735,-1.745146184380686,2016-2017,NJ,7675,Regular School,High,-1.1820984227981173,1.834865125802928
130438001528,0.025216913741019805,0.30594244353334943,-0.754302181418916,-0.8061467262229416,2.3566055889627986,2016-2017,GA,30904,Regular School,High,0.1357445762305935,-0.4044869672233508
260324004042,-0.32675630928308536,0.511492974791029,1.0129162785924821,0.9577602581806329,-1.2326110968460762,2016-2017,MI,48005,Regular School,High,1.0698719526304197,-0.21476518408500248
120171001888,-0.33233225887129264,1.5321053807401686,0.9929004652953792,1.2762609253573298,-0.637143627206641,2016-2017,FL,32714,Regular School,High,0.07913079584272525,-0.7964331196273654
262328006013,0.023098301730833035,-0.817432738902204,0.028009845299946316,-0.39666382898826996,0.37843907450005126,2016-2017,MI,48744,Regular School,High,1.0698719526304197,-0.21476518408500248
360008605670,1.0869146799800142,-1.007886524896388,-1.690744402875979,-1.1936698406154305,1.1883676906138902,2016-2017,NY,10457,Regular School,Other,-0.8109636402554256,2.940252502456276
341134002192,0.740146645006582,-0.45910512730357617,-2.1357541288099706,-0.6356231453358391,1.7685648406284051,2016-2017,NJ,7103,Regular School,High,-1.1820984227981173,1.834865125802928
260864004412,1.6095807858991498,-0.3970969805517819,-0.8077294739123294,-0.6617737264303468,-0.06373459178862191,2016-2017,MI,48888,Regular School,High,1.0698719526304197,-0.21476518408500248
130051002455,0.29844246781537637,-0.4483189600995437,-0.49943076840054185,-0.30010783725470297,-0.9633250592772191,2016-2017,GA,30110,Regular School,High,0.1357445762305935,-0.4044869672233508
482364011262,0.5049924040427816,0.37164761877200175,-1.3880394474975657,-0.6927856334975515,0.941850013130611,2016-2017,TX,77003,Regular School,High,-0.11587222549326538,-0.6571185884943942
420603007346,1.733635050571587,-0.6046633004429148,-0.7249916938609212,-1.2090081622189397,1.805289856195417,2016-2017,PA,15025,Regular School,Other,0.2655717084847593,0.07102526527330608
341248004432,-0.3078433473569942,1.7038937868919646,1.6354090937791748,2.2362051730348846,-1.365341015235212,2016-2017,NJ,7054,Regular School,High,-1.1820984227981173,1.834865125802928
220048000317,2.833594578026672,-1.793555669943334,-2.122063974274818,-1.339509619796339,2.0742774530469594,2016-2017,LA,71334,Regular School,High,1.4567327852808527,-0.47890712274310043
262954006544,1.082753172815271,0.307423246130164,0.025581762915966807,-0.23837737899795636,-0.39814575712030553,2016-2017,MI,49445,Regular School,High,2.0952104196551447,-0.9369383732486527
370210000928,0.8312682234796644,-0.12577580954048392,-1.6624432439053298,-1.0086460977752836,-0.395366824146916,2016-2017,NC,28791,Regular School,High,-1.043709181849995,-1.040531229732144
370078000323,-0.5456951601844201,-0.025997390137643097,0.24309363330377018,-0.7650349953676338,0.1783222204115538,2016-2017,NC,28906,Regular School,High,-1.043709181849995,-1.040531229732144
292853001764,1.0855985105659736,-0.7813700944500755,-0.5499404586170276,-0.8232451830924274,0.4791848445623443,2016-2017,MO,63877,Regular School,High,0.20179398668310647,-0.31994567055291523
262463006114,0.4550198636088485,-0.13466706720074448,0.4278051093086624,0.1589941112874961,0.08728782456161109,2016-2017,MI,48857,Regular School,High,1.0698719526304197,-0.21476518408500248
390438400823,5.728527927533598,-0.5775600652863087,-0.2512378231172498,-1.3481007562136051,1.3299048355761611,2016-2017,OH,45402,Regular School,High,-0.6379770890702725,-0.03695062582981407
170471000174,1.212196682824356,-1.3229841377182188,0.03006854507142065,-0.2041804652589847,0.5329150880143062,2016-2017,IL,60506,Regular School,High,0.17348709648917232,1.1075321391899087
260100104793,3.2437875298507737,-0.5401913403846061,-1.5915707103192989,-0.9136407013950767,1.107575451937219,2016-2017,MI,48221,Regular School,High,1.0698719526304197,-0.21476518408500248
120039007923,-0.024671609492520254,-1.7505977227147123,0.028325348347324687,-0.9785980743061136,0.5376731292683962,2016-2017,FL,33030,Regular School,High,0.07913079584272525,-0.7964331196273654
482364002611,1.2155349651803071,-1.5061918849925762,-1.8412851447266867,-1.4453691836500673,1.6048147769175967,2016-2017,TX,77020,Regular School,High,-0.11587222549326538,-0.6571185884943942
262067005730,0.2294176012097598,0.6414676925308594,0.5827010795707521,0.6985593862743343,-0.9675166658062451,2016-2017,MI,48451,Regular School,High,2.0952104196551447,-0.9369383732486527
550063000093,-0.509609062044963,-0.9421642579330242,0.9069184122356994,-0.5371393864062025,-0.24440353608892043,2016-2017,WI,54722,Regular School,High,-0.8549965805571008,0.026753027295091596
370039002620,1.0358939175393995,-0.3574785706355322,-0.4823466691449345,-1.1244797614695454,0.4004875301054297,2016-2017,NC,28320,Regular School,High,-1.043709181849995,-1.040531229732144
170642000313,3.1575802679013014,-0.7231768738217736,-1.1558867993839337,-0.8884120959160805,1.5649179778317646,2016-2017,IL,60411,Regular School,High,0.17348709648917232,1.1075321391899087
172277002524,-0.5638216861730767,-0.12279164142539604,1.1670884088866382,0.2665299944421545,-0.8584999899974624,2016-2017,IL,62347,Regular School,High,0.17348709648917232,1.1075321391899087
263582007181,-0.30697400377324174,1.8753913057634939,1.4486274751498798,2.2991928707673286,-0.8469505966530066,2016-2017,MI,48323,Regular School,High,1.0698719526304197,-0.21476518408500248
261644005338,0.5792328206937125,1.0955710255654059,0.8566393595892842,-0.10812736931569668,1.4694490142115266,2016-2017,MI,49506,Regular School,High,1.0698719526304197,-0.21476518408500248
220183001410,-0.03748912909604439,-0.12395228471622648,-1.0361214962353644,-0.5311465449053778,-0.19813887007041478,2016-2017,LA,71446,Regular School,High,1.4567327852808527,-0.47890712274310043
